date,product_id,product_name,category,city,state,quantity,unit_price,discount_pct,revenue,profit
2023-03-14,P004,USB-C Hub 7-in-1,Accessories,Hyderabad,Telangana,4,1799.1,10,7196.4,3996.4
2023-03-14,P005,Mechanical Keyboard,Peripherals,Ahmedabad,Gujarat,12,7649.15,15,91789.8,37789.8
2023-03-14,P006,Monitor 27inch 4K,Electronics,Pune,Maharashtra,9,34999.0,0,314991.0,98991.0
2023-03-14,P007,Gaming Mouse RGB,Peripherals,Chennai,Tamil Nadu,5,2849.05,5,14245.25,8245.25
2023-03-14,P008,Laptop Stand Aluminum,Accessories,Mumbai,Maharashtra,5,1349.1,10,6745.5,3745.5
2023-03-15,P001,Laptop Pro X1,Electronics,Pune,Maharashtra,7,67499.1,10,472493.7,108493.7
2023-03-15,P002,Smart Watch S3,Wearables,Chennai,Tamil Nadu,13,21249.15,15,276238.95,81238.95
2023-03-15,P003,Wireless Earbuds,Audio,Bangalore,Karnataka,10,4249.15,15,42491.5,17491.5
2023-03-15,P004,USB-C Hub 7-in-1,Accessories,Kolkata,West Bengal,10,1699.15,15,16991.5,8991.5
2023-03-15,P005,Mechanical Keyboard,Peripherals,Hyderabad,Telangana,5,7649.15,15,38245.75,15745.75
2023-03-15,P006,Monitor 27inch 4K,Electronics,Ahmedabad,Gujarat,7,34999.0,0,244993.0,76993.0
2023-03-15,P007,Gaming Mouse RGB,Peripherals,Delhi,Delhi,5,2999.0,0,14995.0,8995.0
2023-03-15,P008,Laptop Stand Aluminum,Accessories,Mumbai,Maharashtra,11,1499.0,0,16489.0,9889.0
2023-03-16,P001,Laptop Pro X1,Electronics,Kolkata,West Bengal,7,74999.0,0,524993.0,160993.0
2023-03-16,P002,Smart Watch S3,Wearables,Bangalore,Karnataka,9,24999.0,0,224991.0,89991.0
2023-03-16,P003,Wireless Earbuds,Audio,Delhi,Delhi,7,4749.05,5,33243.35,15743.35
2023-03-16,P004,USB-C Hub 7-in-1,Accessories,Kolkata,West Bengal,8,1999.0,0,15992.0,9592.0
2023-03-16,P005,Mechanical Keyboard,Peripherals,Ahmedabad,Gujarat,6,8099.1,10,48594.6,21594.6
2023-03-16,P006,Monitor 27inch 4K,Electronics,Delhi,Delhi,2,33249.05,5,66498.1,18498.1
2023-03-16,P007,Gaming Mouse RGB,Peripherals,Bangalore,Karnataka,6,2849.05,5,17094.3,9894.3
2023-03-16,P008,Laptop Stand Aluminum,Accessories,Ahmedabad,Gujarat,6,1499.0,0,8994.0,5394.0
2023-03-17,P001,Laptop Pro X1,Electronics,Mumbai,Maharashtra,12,63749.15,15,764989.8,140989.8
2023-03-17,P002,Smart Watch S3,Wearables,Pune,Maharashtra,5,24999.0,0,124995.0,49995.0
2023-03-17,P003,Wireless Earbuds,Audio,Kolkata,West Bengal,5,4749.05,5,23745.25,11245.25
2023-03-17,P004,USB-C Hub 7-in-1,Accessories,Chennai,Tamil Nadu,6,1999.0,0,11994.0,7194.0
2023-03-17,P005,Mechanical Keyboard,Peripherals,Bangalore,Karnataka,6,7649.15,15,45894.9,18894.9
2023-03-17,P006,Monitor 27inch 4K,Electronics,Pune,Maharashtra,9,31499.1,10,283491.9,67491.9
2023-03-17,P007,Gaming Mouse RGB,Peripherals,Pune,Maharashtra,12,2999.0,0,35988.0,21588.0
2023-03-17,P008,Laptop Stand Aluminum,Accessories,Ahmedabad,Gujarat,10,1499.0,0,14990.0,8990.0
2023-03-18,P001,Laptop Pro X1,Electronics,Chennai,Tamil Nadu,7,74999.0,0,524993.0,160993.0
2023-03-18,P002,Smart Watch S3,Wearables,Kolkata,West Bengal,14,24999.0,0,349986.0,139986.0
2023-03-18,P003,Wireless Earbuds,Audio,Chennai,Tamil Nadu,16,4249.15,15,67986.4,27986.4
2023-03-18,P004,USB-C Hub 7-in-1,Accessories,Mumbai,Maharashtra,5,1999.0,0,9995.0,5995.0
2023-03-18,P005,Mechanical Keyboard,Peripherals,Pune,Maharashtra,11,8999.0,0,98989.0,49489.0
2023-03-18,P006,Monitor 27inch 4K,Electronics,Delhi,Delhi,11,31499.1,10,346490.1,82490.1
2023-03-18,P007,Gaming Mouse RGB,Peripherals,Chennai,Tamil Nadu,9,2999.0,0,26991.0,16191.0
2023-03-18,P008,Laptop Stand Aluminum,Accessories,Chennai,Tamil Nadu,8,1349.1,10,10792.8,5992.8
2023-03-19,P001,Laptop Pro X1,Electronics,Chennai,Tamil Nadu,8,74999.0,0,599992.0,183992.0
2023-03-19,P002,Smart Watch S3,Wearables,Pune,Maharashtra,11,24999.0,0,274989.0,109989.0
2023-03-19,P003,Wireless Earbuds,Audio,Mumbai,Maharashtra,12,4999.0,0,59988.0,29988.0
2023-03-19,P004,USB-C Hub 7-in-1,Accessories,Delhi,Delhi,15,1999.0,0,29985.0,17985.0
2023-03-19,P005,Mechanical Keyboard,Peripherals,Hyderabad,Telangana,15,8999.0,0,134985.0,67485.0
2023-03-19,P006,Monitor 27inch 4K,Electronics,Bangalore,Karnataka,8,29749.15,15,237993.2,45993.2
2023-03-19,P007,Gaming Mouse RGB,Peripherals,Mumbai,Maharashtra,11,2999.0,0,32989.0,19789.0
2023-03-19,P008,Laptop Stand Aluminum,Accessories,Mumbai,Maharashtra,14,1499.0,0,20986.0,12586.0
2023-03-20,P001,Laptop Pro X1,Electronics,Chennai,Tamil Nadu,6,67499.1,10,404994.6,92994.6
2023-03-20,P002,Smart Watch S3,Wearables,Pune,Maharashtra,7,24999.0,0,174993.0,69993.0
2023-03-20,P003,Wireless Earbuds,Audio,Delhi,Delhi,6,4999.0,0,29994.0,14994.0
2023-03-20,P004,USB-C Hub 7-in-1,Accessories,Mumbai,Maharashtra,8,1999.0,0,15992.0,9592.0
2023-03-20,P005,Mechanical Keyboard,Peripherals,Ahmedabad,Gujarat,8,8099.1,10,64792.8,28792.8
2023-03-20,P006,Monitor 27inch 4K,Electronics,Bangalore,Karnataka,13,29749.15,15,386738.95,74738.95
2023-03-20,P007,Gaming Mouse RGB,Peripherals,Bangalore,Karnataka,5,2849.05,5,14245.25,8245.25
2023-03-20,P008,Laptop Stand Aluminum,Accessories,Kolkata,West Bengal,9,1499.0,0,13491.0,8091.0
2023-03-21,P001,Laptop Pro X1,Electronics,Bangalore,Karnataka,8,71249.05,5,569992.4,153992.4
2023-03-21,P002,Smart Watch S3,Wearables,Chennai,Tamil Nadu,11,22499.1,10,247490.1,82490.1
2023-03-21,P003,Wireless Earbuds,Audio,Mumbai,Maharashtra,7,4249.15,15,29744.05,12244.05
2023-03-21,P004,USB-C Hub 7-in-1,Accessories,Hyderabad,Telangana,8,1899.05,5,15192.4,8792.4
2023-03-21,P005,Mechanical Keyboard,Peripherals,Mumbai,Maharashtra,4,8999.0,0,35996.0,17996.0
2023-03-21,P006,Monitor 27inch 4K,Electronics,Kolkata,West Bengal,7,33249.05,5,232743.35,64743.35
2023-03-21,P007,Gaming Mouse RGB,Peripherals,Ahmedabad,Gujarat,8,2549.15,15,20393.2,10793.2
2023-03-21,P008,Laptop Stand Aluminum,Accessories,Bangalore,Karnataka,12,1424.05,5,17088.6,9888.6
2023-03-22,P001,Laptop Pro X1,Electronics,Kolkata,West Bengal,8,74999.0,0,599992.0,183992.0
2023-03-22,P002,Smart Watch S3,Wearables,Bangalore,Karnataka,7,24999.0,0,174993.0,69993.0
2023-03-22,P003,Wireless Earbuds,Audio,Delhi,Delhi,9,4999.0,0,44991.0,22491.0
2023-03-22,P004,USB-C Hub 7-in-1,Accessories,Delhi,Delhi,9,1999.0,0,17991.0,10791.0
2023-03-22,P005,Mechanical Keyboard,Peripherals,Pune,Maharashtra,10,8549.05,5,85490.5,40490.5
2023-03-22,P006,Monitor 27inch 4K,Electronics,Hyderabad,Telangana,4,33249.05,5,132996.2,36996.2
2023-03-22,P007,Gaming Mouse RGB,Peripherals,Ahmedabad,Gujarat,5,2999.0,0,14995.0,8995.0
2023-03-22,P008,Laptop Stand Aluminum,Accessories,Bangalore,Karnataka,10,1274.15,15,12741.5,6741.5
2023-03-23,P001,Laptop Pro X1,Electronics,Chennai,Tamil Nadu,13,71249.05,5,926237.65,250237.65
2023-03-23,P002,Smart Watch S3,Wearables,Kolkata,West Bengal,13,24999.0,0,324987.0,129987.0
2023-03-23,P003,Wireless Earbuds,Audio,Ahmedabad,Gujarat,7,4999.0,0,34993.0,17493.0
2023-03-23,P004,USB-C Hub 7-in-1,Accessories,Kolkata,West Bengal,8,1899.05,5,15192.4,8792.4
2023-03-23,P005,Mechanical Keyboard,Peripherals,Ahmedabad,Gujarat,6,7649.15,15,45894.9,18894.9
2023-03-23,P006,Monitor 27inch 4K,Electronics,Bangalore,Karnataka,10,34999.0,0,349990.0,109990.0
2023-03-23,P007,Gaming Mouse RGB,Peripherals,Ahmedabad,Gujarat,8,2999.0,0,23992.0,14392.0
2023-03-23,P008,Laptop Stand Aluminum,Accessories,Hyderabad,Telangana,5,1499.0,0,7495.0,4495.0
2023-03-24,P001,Laptop Pro X1,Electronics,Delhi,Delhi,10,63749.15,15,637491.5,117491.5
2023-03-24,P002,Smart Watch S3,Wearables,Kolkata,West Bengal,13,24999.0,0,324987.0,129987.0
2023-03-24,P003,Wireless Earbuds,Audio,Bangalore,Karnataka,3,4999.0,0,14997.0,7497.0
2023-03-24,P004,USB-C Hub 7-in-1,Accessories,Bangalore,Karnataka,10,1899.05,5,18990.5,10990.5
2023-03-24,P005,Mechanical Keyboard,Peripherals,Bangalore,Karnataka,1,7649.15,15,7649.15,3149.15
2023-03-24,P006,Monitor 27inch 4K,Electronics,Pune,Maharashtra,5,34999.0,0,174995.0,54995.0
2023-03-24,P007,Gaming Mouse RGB,Peripherals,Mumbai,Maharashtra,10,2699.1,10,26991.0,14991.0
2023-03-24,P008,Laptop Stand Aluminum,Accessories,Pune,Maharashtra,13,1274.15,15,16563.95,8763.95
2023-03-25,P001,Laptop Pro X1,Electronics,Bangalore,Karnataka,15,71249.05,5,1068735.75,288735.75
2023-03-25,P002,Smart Watch S3,Wearables,Pune,Maharashtra,8,21249.15,15,169993.2,49993.2
2023-03-25,P003,Wireless Earbuds,Audio,Ahmedabad,Gujarat,12,4249.15,15,50989.8,20989.8
2023-03-25,P004,USB-C Hub 7-in-1,Accessories,Mumbai,Maharashtra,15,1999.0,0,29985.0,17985.0
2023-03-25,P005,Mechanical Keyboard,Peripherals,Hyderabad,Telangana,11,8999.0,0,98989.0,49489.0
2023-03-25,P006,Monitor 27inch 4K,Electronics,Bangalore,Karnataka,8,31499.1,10,251992.8,59992.8
2023-03-25,P007,Gaming Mouse RGB,Peripherals,Chennai,Tamil Nadu,5,2999.0,0,14995.0,8995.0
2023-03-25,P008,Laptop Stand Aluminum,Accessories,Kolkata,West Bengal,14,1499.0,0,20986.0,12586.0
2023-03-26,P001,Laptop Pro X1,Electronics,Bangalore,Karnataka,18,74999.0,0,1349982.0,413982.0
2023-03-26,P002,Smart Watch S3,Wearables,Pune,Maharashtra,8,24999.0,0,199992.0,79992.0
2023-03-26,P003,Wireless Earbuds,Audio,Hyderabad,Telangana,8,4499.1,10,35992.8,15992.8
2023-03-26,P004,USB-C Hub 7-in-1,Accessories,Chennai,Tamil Nadu,11,1899.05,5,20889.55,12089.55
2023-03-26,P005,Mechanical Keyboard,Peripherals,Mumbai,Maharashtra,11,8099.1,10,89090.1,39590.1
2023-03-26,P006,Monitor 27inch 4K,Electronics,Hyderabad,Telangana,14,34999.0,0,489986.0,153986.0
2023-03-26,P007,Gaming Mouse RGB,Peripherals,Delhi,Delhi,9,2999.0,0,26991.0,16191.0
2023-03-26,P008,Laptop Stand Aluminum,Accessories,Hyderabad,Telangana,11,1499.0,0,16489.0,9889.0
2023-03-27,P001,Laptop Pro X1,Electronics,Pune,Maharashtra,8,74999.0,0,599992.0,183992.0
2023-03-27,P002,Smart Watch S3,Wearables,Delhi,Delhi,13,24999.0,0,324987.0,129987.0
2023-03-27,P003,Wireless Earbuds,Audio,Ahmedabad,Gujarat,8,4999.0,0,39992.0,19992.0
2023-03-27,P004,USB-C Hub 7-in-1,Accessories,Delhi,Delhi,6,1699.15,15,10194.9,5394.9
2023-03-27,P005,Mechanical Keyboard,Peripherals,Mumbai,Maharashtra,9,8999.0,0,80991.0,40491.0
2023-03-27,P006,Monitor 27inch 4K,Electronics,Chennai,Tamil Nadu,6,33249.05,5,199494.3,55494.3
2023-03-27,P007,Gaming Mouse RGB,Peripherals,Ahmedabad,Gujarat,7,2849.05,5,19943.35,11543.35
2023-03-27,P008,Laptop Stand Aluminum,Accessories,Pune,Maharashtra,6,1499.0,0,8994.0,5394.0
2023-03-28,P001,Laptop Pro X1,Electronics,Pune,Maharashtra,12,74999.0,0,899988.0,275988.0
2023-03-28,P002,Smart Watch S3,Wearables,Pune,Maharashtra,4,22499.1,10,89996.4,29996.4
2023-03-28,P003,Wireless Earbuds,Audio,Bangalore,Karnataka,7,4999.0,0,34993.0,17493.0
2023-03-28,P004,USB-C Hub 7-in-1,Accessories,Delhi,Delhi,6,1999.0,0,11994.0,7194.0
2023-03-28,P005,Mechanical Keyboard,Peripherals,Mumbai,Maharashtra,10,7649.15,15,76491.5,31491.5
2023-03-28,P006,Monitor 27inch 4K,Electronics,Bangalore,Karnataka,3,34999.0,0,104997.0,32997.0
2023-03-28,P007,Gaming Mouse RGB,Peripherals,Kolkata,West Bengal,7,2549.15,15,17844.05,9444.05
2023-03-28,P008,Laptop Stand Aluminum,Accessories,Ahmedabad,Gujarat,6,1424.05,5,8544.3,4944.3
2023-03-29,P001,Laptop Pro X1,Electronics,Kolkata,West Bengal,7,71249.05,5,498743.35,134743.35
2023-03-29,P002,Smart Watch S3,Wearables,Hyderabad,Telangana,5,24999.0,0,124995.0,49995.0
2023-03-29,P003,Wireless Earbuds,Audio,Bangalore,Karnataka,10,4999.0,0,49990.0,24990.0
2023-03-29,P004,USB-C Hub 7-in-1,Accessories,Ahmedabad,Gujarat,8,1999.0,0,15992.0,9592.0
2023-03-29,P005,Mechanical Keyboard,Peripherals,Hyderabad,Telangana,6,7649.15,15,45894.9,18894.9
2023-03-29,P006,Monitor 27inch 4K,Electronics,Kolkata,West Bengal,7,31499.1,10,220493.7,52493.7
2023-03-29,P007,Gaming Mouse RGB,Peripherals,Hyderabad,Telangana,6,2999.0,0,17994.0,10794.0
2023-03-29,P008,Laptop Stand Aluminum,Accessories,Chennai,Tamil Nadu,14,1424.05,5,19936.7,11536.7
2023-03-30,P001,Laptop Pro X1,Electronics,Mumbai,Maharashtra,9,74999.0,0,674991.0,206991.0
2023-03-30,P002,Smart Watch S3,Wearables,Chennai,Tamil Nadu,7,24999.0,0,174993.0,69993.0
2023-03-30,P003,Wireless Earbuds,Audio,Chennai,Tamil Nadu,8,4999.0,0,39992.0,19992.0
2023-03-30,P004,USB-C Hub 7-in-1,Accessories,Hyderabad,Telangana,8,1999.0,0,15992.0,9592.0
2023-03-30,P005,Mechanical Keyboard,Peripherals,Pune,Maharashtra,12,8999.0,0,107988.0,53988.0
2023-03-30,P006,Monitor 27inch 4K,Electronics,Mumbai,Maharashtra,10,33249.05,5,332490.5,92490.5
2023-03-30,P007,Gaming Mouse RGB,Peripherals,Ahmedabad,Gujarat,11,2999.0,0,32989.0,19789.0
2023-03-30,P008,Laptop Stand Aluminum,Accessories,Delhi,Delhi,9,1424.05,5,12816.45,7416.45
2023-03-31,P001,Laptop Pro X1,Electronics,Chennai,Tamil Nadu,5,67499.1,10,337495.5,77495.5
2023-03-31,P002,Smart Watch S3,Wearables,Pune,Maharashtra,6,24999.0,0,149994.0,59994.0
2023-03-31,P003,Wireless Earbuds,Audio,Ahmedabad,Gujarat,8,4249.15,15,33993.2,13993.2
2023-03-31,P004,USB-C Hub 7-in-1,Accessories,Mumbai,Maharashtra,6,1899.05,5,11394.3,6594.3
2023-03-31,P005,Mechanical Keyboard,Peripherals,Mumbai,Maharashtra,10,8549.05,5,85490.5,40490.5
2023-03-31,P006,Monitor 27inch 4K,Electronics,Bangalore,Karnataka,10,34999.0,0,349990.0,109990.0
2023-03-31,P007,Gaming Mouse RGB,Peripherals,Ahmedabad,Gujarat,7,2699.1,10,18893.7,10493.7
2023-03-31,P008,Laptop Stand Aluminum,Accessories,Ahmedabad,Gujarat,8,1274.15,15,10193.2,5393.2
2023-04-01,P001,Laptop Pro X1,Electronics,Ahmedabad,Gujarat,16,74999.0,0,1199984.0,367984.0
2023-04-01,P002,Smart Watch S3,Wearables,Bangalore,Karnataka,11,23749.05,5,261239.55,96239.55
2023-04-01,P003,Wireless Earbuds,Audio,Mumbai,Maharashtra,11,4999.0,0,54989.0,27489.0
2023-04-01,P004,USB-C Hub 7-in-1,Accessories,Delhi,Delhi,16,1799.1,10,28785.6,15985.6
2023-04-01,P005,Mechanical Keyboard,Peripherals,Kolkata,West Bengal,7,7649.15,15,53544.05,22044.05
2023-04-01,P006,Monitor 27inch 4K,Electronics,Pune,Maharashtra,8,34999.0,0,279992.0,87992.0
2023-04-01,P007,Gaming Mouse RGB,Peripherals,Ahmedabad,Gujarat,12,2999.0,0,35988.0,21588.0
2023-04-01,P008,Laptop Stand Aluminum,Accessories,Chennai,Tamil Nadu,11,1424.05,5,15664.55,9064.55
2023-04-02,P001,Laptop Pro X1,Electronics,Ahmedabad,Gujarat,18,67499.1,10,1214983.8,278983.8
2023-04-02,P002,Smart Watch S3,Wearables,Bangalore,Karnataka,7,23749.05,5,166243.35,61243.35
2023-04-02,P003,Wireless Earbuds,Audio,Hyderabad,Telangana,11,4249.15,15,46740.65,19240.65
2023-04-02,P004,USB-C Hub 7-in-1,Accessories,Pune,Maharashtra,5,1999.0,0,9995.0,5995.0
2023-04-02,P005,Mechanical Keyboard,Peripherals,Pune,Maharashtra,4,8999.0,0,35996.0,17996.0
2023-04-02,P006,Monitor 27inch 4K,Electronics,Bangalore,Karnataka,18,31499.1,10,566983.8,134983.8
2023-04-02,P007,Gaming Mouse RGB,Peripherals,Bangalore,Karnataka,8,2699.1,10,21592.8,11992.8
2023-04-02,P008,Laptop Stand Aluminum,Accessories,Chennai,Tamil Nadu,9,1499.0,0,13491.0,8091.0
2023-04-03,P001,Laptop Pro X1,Electronics,Pune,Maharashtra,10,63749.15,15,637491.5,117491.5
2023-04-03,P002,Smart Watch S3,Wearables,Delhi,Delhi,7,24999.0,0,174993.0,69993.0
2023-04-03,P003,Wireless Earbuds,Audio,Bangalore,Karnataka,8,4999.0,0,39992.0,19992.0
2023-04-03,P004,USB-C Hub 7-in-1,Accessories,Hyderabad,Telangana,8,1999.0,0,15992.0,9592.0
2023-04-03,P005,Mechanical Keyboard,Peripherals,Delhi,Delhi,7,8099.1,10,56693.7,25193.7
2023-04-03,P006,Monitor 27inch 4K,Electronics,Delhi,Delhi,8,29749.15,15,237993.2,45993.2
2023-04-03,P007,Gaming Mouse RGB,Peripherals,Bangalore,Karnataka,8,2999.0,0,23992.0,14392.0
2023-04-03,P008,Laptop Stand Aluminum,Accessories,Kolkata,West Bengal,9,1424.05,5,12816.45,7416.45
2023-04-04,P001,Laptop Pro X1,Electronics,Kolkata,West Bengal,6,63749.15,15,382494.9,70494.9
2023-04-04,P002,Smart Watch S3,Wearables,Pune,Maharashtra,8,21249.15,15,169993.2,49993.2
2023-04-04,P003,Wireless Earbuds,Audio,Pune,Maharashtra,11,4999.0,0,54989.0,27489.0
2023-04-04,P004,USB-C Hub 7-in-1,Accessories,Kolkata,West Bengal,12,1999.0,0,23988.0,14388.0
2023-04-04,P005,Mechanical Keyboard,Peripherals,Kolkata,West Bengal,7,8549.05,5,59843.35,28343.35
2023-04-04,P006,Monitor 27inch 4K,Electronics,Hyderabad,Telangana,9,34999.0,0,314991.0,98991.0
2023-04-04,P007,Gaming Mouse RGB,Peripherals,Mumbai,Maharashtra,6,2999.0,0,17994.0,10794.0
2023-04-04,P008,Laptop Stand Aluminum,Accessories,Bangalore,Karnataka,9,1499.0,0,13491.0,8091.0
2023-04-05,P001,Laptop Pro X1,Electronics,Kolkata,West Bengal,5,71249.05,5,356245.25,96245.25
2023-04-05,P002,Smart Watch S3,Wearables,Mumbai,Maharashtra,13,24999.0,0,324987.0,129987.0
2023-04-05,P003,Wireless Earbuds,Audio,Pune,Maharashtra,12,4999.0,0,59988.0,29988.0
2023-04-05,P004,USB-C Hub 7-in-1,Accessories,Bangalore,Karnataka,8,1699.15,15,13593.2,7193.2
2023-04-05,P005,Mechanical Keyboard,Peripherals,Bangalore,Karnataka,8,8099.1,10,64792.8,28792.8
2023-04-05,P006,Monitor 27inch 4K,Electronics,Ahmedabad,Gujarat,5,33249.05,5,166245.25,46245.25
2023-04-05,P007,Gaming Mouse RGB,Peripherals,Mumbai,Maharashtra,9,2849.05,5,25641.45,14841.45
2023-04-05,P008,Laptop Stand Aluminum,Accessories,Chennai,Tamil Nadu,3,1499.0,0,4497.0,2697.0
2023-04-06,P001,Laptop Pro X1,Electronics,Kolkata,West Bengal,8,67499.1,10,539992.8,123992.8
2023-04-06,P002,Smart Watch S3,Wearables,Delhi,Delhi,10,24999.0,0,249990.0,99990.0
2023-04-06,P003,Wireless Earbuds,Audio,Kolkata,West Bengal,8,4999.0,0,39992.0,19992.0
2023-04-06,P004,USB-C Hub 7-in-1,Accessories,Pune,Maharashtra,13,1699.15,15,22088.95,11688.95
2023-04-06,P005,Mechanical Keyboard,Peripherals,Bangalore,Karnataka,3,8099.1,10,24297.3,10797.3
2023-04-06,P006,Monitor 27inch 4K,Electronics,Delhi,Delhi,9,34999.0,0,314991.0,98991.0
2023-04-06,P007,Gaming Mouse RGB,Peripherals,Chennai,Tamil Nadu,4,2549.15,15,10196.6,5396.6
2023-04-06,P008,Laptop Stand Aluminum,Accessories,Kolkata,West Bengal,12,1424.05,5,17088.6,9888.6
2023-04-07,P001,Laptop Pro X1,Electronics,Delhi,Delhi,8,74999.0,0,599992.0,183992.0
2023-04-07,P002,Smart Watch S3,Wearables,Pune,Maharashtra,6,24999.0,0,149994.0,59994.0
2023-04-07,P003,Wireless Earbuds,Audio,Ahmedabad,Gujarat,8,4749.05,5,37992.4,17992.4
2023-04-07,P004,USB-C Hub 7-in-1,Accessories,Pune,Maharashtra,8,1699.15,15,13593.2,7193.2
2023-04-07,P005,Mechanical Keyboard,Peripherals,Mumbai,Maharashtra,7,7649.15,15,53544.05,22044.05
2023-04-07,P006,Monitor 27inch 4K,Electronics,Pune,Maharashtra,9,34999.0,0,314991.0,98991.0
2023-04-07,P007,Gaming Mouse RGB,Peripherals,Pune,Maharashtra,9,2999.0,0,26991.0,16191.0
2023-04-07,P008,Laptop Stand Aluminum,Accessories,Ahmedabad,Gujarat,6,1499.0,0,8994.0,5394.0
2023-04-08,P001,Laptop Pro X1,Electronics,Hyderabad,Telangana,7,63749.15,15,446244.05,82244.05
2023-04-08,P002,Smart Watch S3,Wearables,Delhi,Delhi,9,24999.0,0,224991.0,89991.0
2023-04-08,P003,Wireless Earbuds,Audio,Bangalore,Karnataka,11,4499.1,10,49490.1,21990.1
2023-04-08,P004,USB-C Hub 7-in-1,Accessories,Delhi,Delhi,11,1999.0,0,21989.0,13189.0
2023-04-08,P005,Mechanical Keyboard,Peripherals,Hyderabad,Telangana,9,7649.15,15,68842.35,28342.35
2023-04-08,P006,Monitor 27inch 4K,Electronics,Ahmedabad,Gujarat,11,34999.0,0,384989.0,120989.0
2023-04-08,P007,Gaming Mouse RGB,Peripherals,Bangalore,Karnataka,7,2999.0,0,20993.0,12593.0
2023-04-08,P008,Laptop Stand Aluminum,Accessories,Ahmedabad,Gujarat,16,1274.15,15,20386.4,10786.4
2023-04-09,P001,Laptop Pro X1,Electronics,Pune,Maharashtra,9,74999.0,0,674991.0,206991.0
2023-04-09,P002,Smart Watch S3,Wearables,Bangalore,Karnataka,14,21249.15,15,297488.1,87488.1
2023-04-09,P003,Wireless Earbuds,Audio,Ahmedabad,Gujarat,7,4499.1,10,31493.7,13993.7
2023-04-09,P004,USB-C Hub 7-in-1,Accessories,Pune,Maharashtra,11,1999.0,0,21989.0,13189.0
2023-04-09,P005,Mechanical Keyboard,Peripherals,Pune,Maharashtra,8,8999.0,0,71992.0,35992.0
2023-04-09,P006,Monitor 27inch 4K,Electronics,Delhi,Delhi,8,34999.0,0,279992.0,87992.0
2023-04-09,P007,Gaming Mouse RGB,Peripherals,Pune,Maharashtra,15,2849.05,5,42735.75,24735.75
2023-04-09,P008,Laptop Stand Aluminum,Accessories,Chennai,Tamil Nadu,14,1499.0,0,20986.0,12586.0
2023-04-10,P001,Laptop Pro X1,Electronics,Delhi,Delhi,9,74999.0,0,674991.0,206991.0
2023-04-10,P002,Smart Watch S3,Wearables,Bangalore,Karnataka,9,24999.0,0,224991.0,89991.0
2023-04-10,P003,Wireless Earbuds,Audio,Bangalore,Karnataka,9,4499.1,10,40491.9,17991.9
2023-04-10,P004,USB-C Hub 7-in-1,Accessories,Mumbai,Maharashtra,5,1699.15,15,8495.75,4495.75
2023-04-10,P005,Mechanical Keyboard,Peripherals,Pune,Maharashtra,11,8099.1,10,89090.1,39590.1
2023-04-10,P006,Monitor 27inch 4K,Electronics,Delhi,Delhi,7,31499.1,10,220493.7,52493.7
2023-04-10,P007,Gaming Mouse RGB,Peripherals,Ahmedabad,Gujarat,6,2999.0,0,17994.0,10794.0
2023-04-10,P008,Laptop Stand Aluminum,Accessories,Delhi,Delhi,5,1499.0,0,7495.0,4495.0
2023-04-11,P001,Laptop Pro X1,Electronics,Delhi,Delhi,10,63749.15,15,637491.5,117491.5
2023-04-11,P002,Smart Watch S3,Wearables,Kolkata,West Bengal,8,24999.0,0,199992.0,79992.0
2023-04-11,P003,Wireless Earbuds,Audio,Ahmedabad,Gujarat,10,4999.0,0,49990.0,24990.0
2023-04-11,P004,USB-C Hub 7-in-1,Accessories,Chennai,Tamil Nadu,9,1899.05,5,17091.45,9891.45
2023-04-11,P005,Mechanical Keyboard,Peripherals,Hyderabad,Telangana,10,7649.15,15,76491.5,31491.5
2023-04-11,P006,Monitor 27inch 4K,Electronics,Kolkata,West Bengal,9,34999.0,0,314991.0,98991.0
2023-04-11,P007,Gaming Mouse RGB,Peripherals,Chennai,Tamil Nadu,9,2999.0,0,26991.0,16191.0
2023-04-11,P008,Laptop Stand Aluminum,Accessories,Kolkata,West Bengal,11,1499.0,0,16489.0,9889.0
2023-04-12,P001,Laptop Pro X1,Electronics,Pune,Maharashtra,10,63749.15,15,637491.5,117491.5
2023-04-12,P002,Smart Watch S3,Wearables,Kolkata,West Bengal,7,23749.05,5,166243.35,61243.35
2023-04-12,P003,Wireless Earbuds,Audio,Hyderabad,Telangana,9,4749.05,5,42741.45,20241.45
2023-04-12,P004,USB-C Hub 7-in-1,Accessories,Ahmedabad,Gujarat,9,1999.0,0,17991.0,10791.0
2023-04-12,P005,Mechanical Keyboard,Peripherals,Chennai,Tamil Nadu,2,8099.1,10,16198.2,7198.2
2023-04-12,P006,Monitor 27inch 4K,Electronics,Delhi,Delhi,11,34999.0,0,384989.0,120989.0
2023-04-12,P007,Gaming Mouse RGB,Peripherals,Mumbai,Maharashtra,9,2549.15,15,22942.35,12142.35
2023-04-12,P008,Laptop Stand Aluminum,Accessories,Kolkata,West Bengal,5,1499.0,0,7495.0,4495.0
2023-04-13,P001,Laptop Pro X1,Electronics,Bangalore,Karnataka,2,63749.15,15,127498.3,23498.3
2023-04-13,P002,Smart Watch S3,Wearables,Bangalore,Karnataka,6,24999.0,0,149994.0,59994.0
2023-04-13,P003,Wireless Earbuds,Audio,Bangalore,Karnataka,6,4999.0,0,29994.0,14994.0
2023-04-13,P004,USB-C Hub 7-in-1,Accessories,Hyderabad,Telangana,6,1899.05,5,11394.3,6594.3
