product_id,product_name,category,rating,review_text,sentiment,date
P005,Mechanical Keyboard,Peripherals,5,Amazing product! Works perfectly. Highly recommend.,positive,2023-02-28
P008,Laptop Stand Aluminum,Accessories,2,Arrived damaged. Support was completely unhelpful.,negative,2023-07-21
P001,Laptop Pro X1,Electronics,1,Battery drains in 2 hours. Very frustrating.,negative,2023-06-10
P008,Laptop Stand Aluminum,Accessories,5,Superb value for money. Very happy with this purchase.,positive,2023-11-16
P005,Mechanical Keyboard,Peripherals,4,Excellent build quality. Worth every rupee!,positive,2023-04-19
P003,Wireless Earbuds,Audio,1,Battery drains in 2 hours. Very frustrating.,negative,2023-12-11
P002,Smart Watch S3,Wearables,4,Amazing product! Works perfectly. Highly recommend.,positive,2023-01-03
P007,Gaming Mouse RGB,Peripherals,2,Arrived damaged. Support was completely unhelpful.,negative,2023-12-02
P008,Laptop Stand Aluminum,Accessories,4,"Brilliant product. Setup was easy, works flawlessly.",positive,2023-12-03
P008,Laptop Stand Aluminum,Accessories,3,It works as described. Basic quality.,neutral,2023-07-04
P007,Gaming Mouse RGB,Peripherals,5,"Great quality, fast delivery. Exceeded my expectations.",positive,2023-03-06
P003,Wireless Earbuds,Audio,1,Disappointed. The build quality is very poor.,negative,2023-01-09
P004,USB-C Hub 7-in-1,Accessories,5,Love this product. Best purchase I have made this year.,positive,2023-09-04
P003,Wireless Earbuds,Audio,5,"Brilliant product. Setup was easy, works flawlessly.",positive,2023-11-17
P004,USB-C Hub 7-in-1,Accessories,1,Charging issues from day one. Horrible experience.,negative,2023-03-17
P008,Laptop Stand Aluminum,Accessories,4,"Great quality, fast delivery. Exceeded my expectations.",positive,2023-03-27
P003,Wireless Earbuds,Audio,5,Superb value for money. Very happy with this purchase.,positive,2023-09-06
P008,Laptop Stand Aluminum,Accessories,1,Charging issues from day one. Horrible experience.,negative,2023-10-27
P004,USB-C Hub 7-in-1,Accessories,3,It works as described. Basic quality.,neutral,2023-07-20
P001,Laptop Pro X1,Electronics,4,"Great quality, fast delivery. Exceeded my expectations.",positive,2023-11-19
P007,Gaming Mouse RGB,Peripherals,5,Superb value for money. Very happy with this purchase.,positive,2023-10-24
P005,Mechanical Keyboard,Peripherals,1,Broke immediately. Waste of money. Requesting refund.,negative,2023-09-06
P008,Laptop Stand Aluminum,Accessories,3,Okay product. Does the job but nothing special.,neutral,2023-09-28
P001,Laptop Pro X1,Electronics,4,Outstanding quality. Delivery was super fast.,positive,2023-10-11
P002,Smart Watch S3,Wearables,3,"Acceptable product. Not amazing, not terrible.",neutral,2023-08-31
P002,Smart Watch S3,Wearables,4,Outstanding quality. Delivery was super fast.,positive,2023-08-18
P007,Gaming Mouse RGB,Peripherals,1,Battery drains in 2 hours. Very frustrating.,negative,2023-04-09
P008,Laptop Stand Aluminum,Accessories,4,Love this product. Best purchase I have made this year.,positive,2023-09-17
P004,USB-C Hub 7-in-1,Accessories,5,Outstanding quality. Delivery was super fast.,positive,2023-11-05
P008,Laptop Stand Aluminum,Accessories,2,Battery drains in 2 hours. Very frustrating.,negative,2023-12-31
P007,Gaming Mouse RGB,Peripherals,5,Outstanding quality. Delivery was super fast.,positive,2023-08-30
P003,Wireless Earbuds,Audio,5,Fantastic! The features are exactly what I needed.,positive,2023-12-20
P002,Smart Watch S3,Wearables,5,Excellent build quality. Worth every rupee!,positive,2023-03-30
P004,USB-C Hub 7-in-1,Accessories,2,Charging issues from day one. Horrible experience.,negative,2023-02-21
P007,Gaming Mouse RGB,Peripherals,5,Superb value for money. Very happy with this purchase.,positive,2023-06-05
P004,USB-C Hub 7-in-1,Accessories,3,Okay product. Does the job but nothing special.,neutral,2023-01-10
P006,Monitor 27inch 4K,Electronics,5,Outstanding quality. Delivery was super fast.,positive,2023-12-13
P003,Wireless Earbuds,Audio,2,Terrible product. Stopped working after 2 days.,negative,2023-02-02
P006,Monitor 27inch 4K,Electronics,4,Love this product. Best purchase I have made this year.,positive,2023-03-03
P004,USB-C Hub 7-in-1,Accessories,4,Outstanding quality. Delivery was super fast.,positive,2023-07-01
P001,Laptop Pro X1,Electronics,5,Fantastic! The features are exactly what I needed.,positive,2023-03-19
P002,Smart Watch S3,Wearables,5,Superb value for money. Very happy with this purchase.,positive,2023-08-23
P002,Smart Watch S3,Wearables,5,"Great quality, fast delivery. Exceeded my expectations.",positive,2023-10-15
P001,Laptop Pro X1,Electronics,4,Excellent build quality. Worth every rupee!,positive,2023-11-19
P002,Smart Watch S3,Wearables,5,Outstanding quality. Delivery was super fast.,positive,2023-03-22
P005,Mechanical Keyboard,Peripherals,5,Superb value for money. Very happy with this purchase.,positive,2023-02-20
P003,Wireless Earbuds,Audio,5,Outstanding quality. Delivery was super fast.,positive,2023-03-12
P002,Smart Watch S3,Wearables,5,Superb value for money. Very happy with this purchase.,positive,2023-08-01
P001,Laptop Pro X1,Electronics,3,"Acceptable product. Not amazing, not terrible.",neutral,2023-06-24
P005,Mechanical Keyboard,Peripherals,4,"Great quality, fast delivery. Exceeded my expectations.",positive,2023-05-17
P006,Monitor 27inch 4K,Electronics,5,"Brilliant product. Setup was easy, works flawlessly.",positive,2023-07-04
P004,USB-C Hub 7-in-1,Accessories,2,Broke immediately. Waste of money. Requesting refund.,negative,2023-04-27
P003,Wireless Earbuds,Audio,5,"Brilliant product. Setup was easy, works flawlessly.",positive,2023-07-29
P008,Laptop Stand Aluminum,Accessories,5,Outstanding quality. Delivery was super fast.,positive,2023-01-16
P008,Laptop Stand Aluminum,Accessories,2,Terrible product. Stopped working after 2 days.,negative,2023-09-22
P002,Smart Watch S3,Wearables,1,Fake product. Nothing like the pictures shown.,negative,2023-07-25
P003,Wireless Earbuds,Audio,4,"Brilliant product. Setup was easy, works flawlessly.",positive,2023-01-19
P003,Wireless Earbuds,Audio,5,Amazing product! Works perfectly. Highly recommend.,positive,2023-11-20
P005,Mechanical Keyboard,Peripherals,4,Fantastic! The features are exactly what I needed.,positive,2023-06-10
P006,Monitor 27inch 4K,Electronics,1,Battery drains in 2 hours. Very frustrating.,negative,2023-09-28
P003,Wireless Earbuds,Audio,5,Superb value for money. Very happy with this purchase.,positive,2023-11-26
P004,USB-C Hub 7-in-1,Accessories,5,Superb value for money. Very happy with this purchase.,positive,2023-12-24
P006,Monitor 27inch 4K,Electronics,5,"Brilliant product. Setup was easy, works flawlessly.",positive,2023-04-12
P005,Mechanical Keyboard,Peripherals,1,Fake product. Nothing like the pictures shown.,negative,2023-07-19
P003,Wireless Earbuds,Audio,4,Fantastic! The features are exactly what I needed.,positive,2023-04-20
P002,Smart Watch S3,Wearables,4,Fantastic! The features are exactly what I needed.,positive,2023-09-24
P006,Monitor 27inch 4K,Electronics,5,Excellent build quality. Worth every rupee!,positive,2023-01-12
P001,Laptop Pro X1,Electronics,5,Fantastic! The features are exactly what I needed.,positive,2023-05-04
P005,Mechanical Keyboard,Peripherals,5,"Great quality, fast delivery. Exceeded my expectations.",positive,2023-01-31
P006,Monitor 27inch 4K,Electronics,3,It works as described. Basic quality.,neutral,2023-07-01
P002,Smart Watch S3,Wearables,1,Disappointed. The build quality is very poor.,negative,2023-08-18
P005,Mechanical Keyboard,Peripherals,4,Amazing product! Works perfectly. Highly recommend.,positive,2023-08-21
P006,Monitor 27inch 4K,Electronics,5,Love this product. Best purchase I have made this year.,positive,2023-06-29
P005,Mechanical Keyboard,Peripherals,3,It works as described. Basic quality.,neutral,2023-12-11
P003,Wireless Earbuds,Audio,5,Love this product. Best purchase I have made this year.,positive,2023-02-23
P006,Monitor 27inch 4K,Electronics,4,Love this product. Best purchase I have made this year.,positive,2023-07-04
P008,Laptop Stand Aluminum,Accessories,1,Broke immediately. Waste of money. Requesting refund.,negative,2023-07-30
P002,Smart Watch S3,Wearables,1,Broke immediately. Waste of money. Requesting refund.,negative,2023-03-08
P008,Laptop Stand Aluminum,Accessories,3,Okay product. Does the job but nothing special.,neutral,2023-07-09
P007,Gaming Mouse RGB,Peripherals,5,"Brilliant product. Setup was easy, works flawlessly.",positive,2023-05-16
P008,Laptop Stand Aluminum,Accessories,5,Superb value for money. Very happy with this purchase.,positive,2023-12-19
P008,Laptop Stand Aluminum,Accessories,5,"Brilliant product. Setup was easy, works flawlessly.",positive,2023-03-25
P003,Wireless Earbuds,Audio,4,Superb value for money. Very happy with this purchase.,positive,2023-12-31
P008,Laptop Stand Aluminum,Accessories,2,Disappointed. The build quality is very poor.,negative,2023-12-22
P004,USB-C Hub 7-in-1,Accessories,4,Amazing product! Works perfectly. Highly recommend.,positive,2023-03-22
P006,Monitor 27inch 4K,Electronics,5,"Great quality, fast delivery. Exceeded my expectations.",positive,2023-11-05
P007,Gaming Mouse RGB,Peripherals,2,Fake product. Nothing like the pictures shown.,negative,2023-10-20
P005,Mechanical Keyboard,Peripherals,1,Arrived damaged. Support was completely unhelpful.,negative,2023-03-02
P006,Monitor 27inch 4K,Electronics,3,Works fine. Delivery took longer than expected.,neutral,2023-06-05
P005,Mechanical Keyboard,Peripherals,4,Excellent build quality. Worth every rupee!,positive,2023-03-14
P007,Gaming Mouse RGB,Peripherals,1,Battery drains in 2 hours. Very frustrating.,negative,2023-05-26
P004,USB-C Hub 7-in-1,Accessories,3,"Acceptable product. Not amazing, not terrible.",neutral,2023-01-02
P002,Smart Watch S3,Wearables,4,"Great quality, fast delivery. Exceeded my expectations.",positive,2023-01-23
P007,Gaming Mouse RGB,Peripherals,4,Fantastic! The features are exactly what I needed.,positive,2023-10-17
P008,Laptop Stand Aluminum,Accessories,5,"Brilliant product. Setup was easy, works flawlessly.",positive,2023-09-01
P003,Wireless Earbuds,Audio,5,Superb value for money. Very happy with this purchase.,positive,2023-08-19
P008,Laptop Stand Aluminum,Accessories,2,Fake product. Nothing like the pictures shown.,negative,2023-02-15
P007,Gaming Mouse RGB,Peripherals,4,"Brilliant product. Setup was easy, works flawlessly.",positive,2023-06-23
P001,Laptop Pro X1,Electronics,5,Superb value for money. Very happy with this purchase.,positive,2023-05-23
P002,Smart Watch S3,Wearables,5,Amazing product! Works perfectly. Highly recommend.,positive,2023-10-20
P005,Mechanical Keyboard,Peripherals,4,"Great quality, fast delivery. Exceeded my expectations.",positive,2023-11-26
P002,Smart Watch S3,Wearables,3,It works as described. Basic quality.,neutral,2023-10-05
P001,Laptop Pro X1,Electronics,5,Love this product. Best purchase I have made this year.,positive,2023-09-01
P001,Laptop Pro X1,Electronics,2,Arrived damaged. Support was completely unhelpful.,negative,2023-01-10
P005,Mechanical Keyboard,Peripherals,5,Love this product. Best purchase I have made this year.,positive,2023-12-28
P008,Laptop Stand Aluminum,Accessories,1,Fake product. Nothing like the pictures shown.,negative,2023-07-25
P001,Laptop Pro X1,Electronics,4,Amazing product! Works perfectly. Highly recommend.,positive,2023-06-24
P007,Gaming Mouse RGB,Peripherals,3,Okay product. Does the job but nothing special.,neutral,2023-09-28
P006,Monitor 27inch 4K,Electronics,4,"Great quality, fast delivery. Exceeded my expectations.",positive,2023-02-28
P002,Smart Watch S3,Wearables,4,Fantastic! The features are exactly what I needed.,positive,2023-03-15
P003,Wireless Earbuds,Audio,3,Okay product. Does the job but nothing special.,neutral,2023-03-20
P005,Mechanical Keyboard,Peripherals,5,Excellent build quality. Worth every rupee!,positive,2023-01-31
P006,Monitor 27inch 4K,Electronics,3,Okay product. Does the job but nothing special.,neutral,2023-06-02
P007,Gaming Mouse RGB,Peripherals,1,Arrived damaged. Support was completely unhelpful.,negative,2023-07-31
P006,Monitor 27inch 4K,Electronics,3,Okay product. Does the job but nothing special.,neutral,2023-01-27
P004,USB-C Hub 7-in-1,Accessories,3,It works as described. Basic quality.,neutral,2023-10-28
P004,USB-C Hub 7-in-1,Accessories,4,"Brilliant product. Setup was easy, works flawlessly.",positive,2023-02-28
P005,Mechanical Keyboard,Peripherals,1,Charging issues from day one. Horrible experience.,negative,2023-10-11
P007,Gaming Mouse RGB,Peripherals,1,Terrible product. Stopped working after 2 days.,negative,2023-07-28
P004,USB-C Hub 7-in-1,Accessories,5,Amazing product! Works perfectly. Highly recommend.,positive,2023-05-18
P002,Smart Watch S3,Wearables,3,It works as described. Basic quality.,neutral,2023-11-30
P003,Wireless Earbuds,Audio,3,"Acceptable product. Not amazing, not terrible.",neutral,2023-08-17
P002,Smart Watch S3,Wearables,5,Love this product. Best purchase I have made this year.,positive,2023-03-14
P006,Monitor 27inch 4K,Electronics,4,Excellent build quality. Worth every rupee!,positive,2023-05-06
P007,Gaming Mouse RGB,Peripherals,5,Superb value for money. Very happy with this purchase.,positive,2023-01-22
P001,Laptop Pro X1,Electronics,5,Fantastic! The features are exactly what I needed.,positive,2023-12-01
P003,Wireless Earbuds,Audio,1,Charging issues from day one. Horrible experience.,negative,2023-05-20
P005,Mechanical Keyboard,Peripherals,5,"Brilliant product. Setup was easy, works flawlessly.",positive,2023-06-29
P004,USB-C Hub 7-in-1,Accessories,5,Fantastic! The features are exactly what I needed.,positive,2023-01-24
P003,Wireless Earbuds,Audio,5,"Great quality, fast delivery. Exceeded my expectations.",positive,2023-06-03
P002,Smart Watch S3,Wearables,4,"Great quality, fast delivery. Exceeded my expectations.",positive,2023-03-13
P005,Mechanical Keyboard,Peripherals,5,Love this product. Best purchase I have made this year.,positive,2023-11-09
P006,Monitor 27inch 4K,Electronics,5,Outstanding quality. Delivery was super fast.,positive,2023-11-22
P005,Mechanical Keyboard,Peripherals,5,Superb value for money. Very happy with this purchase.,positive,2023-05-20
P004,USB-C Hub 7-in-1,Accessories,5,Outstanding quality. Delivery was super fast.,positive,2023-06-24
P004,USB-C Hub 7-in-1,Accessories,4,Outstanding quality. Delivery was super fast.,positive,2023-01-09
P003,Wireless Earbuds,Audio,5,Amazing product! Works perfectly. Highly recommend.,positive,2023-11-08
P008,Laptop Stand Aluminum,Accessories,1,Terrible product. Stopped working after 2 days.,negative,2023-12-11
P003,Wireless Earbuds,Audio,4,Superb value for money. Very happy with this purchase.,positive,2023-07-21
P002,Smart Watch S3,Wearables,5,"Great quality, fast delivery. Exceeded my expectations.",positive,2023-10-03
P001,Laptop Pro X1,Electronics,5,Superb value for money. Very happy with this purchase.,positive,2023-12-11
P002,Smart Watch S3,Wearables,4,"Brilliant product. Setup was easy, works flawlessly.",positive,2023-11-04
P006,Monitor 27inch 4K,Electronics,4,Amazing product! Works perfectly. Highly recommend.,positive,2023-03-05
P008,Laptop Stand Aluminum,Accessories,4,Love this product. Best purchase I have made this year.,positive,2023-08-16
P001,Laptop Pro X1,Electronics,3,Okay product. Does the job but nothing special.,neutral,2023-05-24
P006,Monitor 27inch 4K,Electronics,3,It works as described. Basic quality.,neutral,2023-11-17
P005,Mechanical Keyboard,Peripherals,5,Love this product. Best purchase I have made this year.,positive,2023-04-30
P008,Laptop Stand Aluminum,Accessories,5,Amazing product! Works perfectly. Highly recommend.,positive,2023-05-24
P008,Laptop Stand Aluminum,Accessories,5,Love this product. Best purchase I have made this year.,positive,2023-01-04
P004,USB-C Hub 7-in-1,Accessories,5,"Brilliant product. Setup was easy, works flawlessly.",positive,2023-02-26
P005,Mechanical Keyboard,Peripherals,4,Superb value for money. Very happy with this purchase.,positive,2023-03-29
P004,USB-C Hub 7-in-1,Accessories,5,Excellent build quality. Worth every rupee!,positive,2023-02-03
P003,Wireless Earbuds,Audio,5,Excellent build quality. Worth every rupee!,positive,2023-05-13
P004,USB-C Hub 7-in-1,Accessories,5,Fantastic! The features are exactly what I needed.,positive,2023-04-09
P001,Laptop Pro X1,Electronics,5,Fantastic! The features are exactly what I needed.,positive,2023-12-15
P008,Laptop Stand Aluminum,Accessories,1,Broke immediately. Waste of money. Requesting refund.,negative,2023-11-25
P001,Laptop Pro X1,Electronics,5,Outstanding quality. Delivery was super fast.,positive,2023-08-10
P007,Gaming Mouse RGB,Peripherals,3,It works as described. Basic quality.,neutral,2023-08-27
P008,Laptop Stand Aluminum,Accessories,4,Amazing product! Works perfectly. Highly recommend.,positive,2023-04-25
P001,Laptop Pro X1,Electronics,3,"Acceptable product. Not amazing, not terrible.",neutral,2023-09-30
P008,Laptop Stand Aluminum,Accessories,3,"Acceptable product. Not amazing, not terrible.",neutral,2023-04-10
P006,Monitor 27inch 4K,Electronics,1,Terrible product. Stopped working after 2 days.,negative,2023-04-26
P007,Gaming Mouse RGB,Peripherals,5,Love this product. Best purchase I have made this year.,positive,2023-04-11
P003,Wireless Earbuds,Audio,3,Okay product. Does the job but nothing special.,neutral,2023-11-17
P002,Smart Watch S3,Wearables,1,Broke immediately. Waste of money. Requesting refund.,negative,2023-01-13
P006,Monitor 27inch 4K,Electronics,5,Love this product. Best purchase I have made this year.,positive,2023-02-25
P008,Laptop Stand Aluminum,Accessories,3,Works fine. Delivery took longer than expected.,neutral,2023-01-28
P006,Monitor 27inch 4K,Electronics,4,Love this product. Best purchase I have made this year.,positive,2023-02-07
P008,Laptop Stand Aluminum,Accessories,5,Superb value for money. Very happy with this purchase.,positive,2023-10-24
P002,Smart Watch S3,Wearables,1,Terrible product. Stopped working after 2 days.,negative,2023-01-18
P007,Gaming Mouse RGB,Peripherals,3,Okay product. Does the job but nothing special.,neutral,2023-03-07
P001,Laptop Pro X1,Electronics,5,Superb value for money. Very happy with this purchase.,positive,2023-01-29
P005,Mechanical Keyboard,Peripherals,5,"Brilliant product. Setup was easy, works flawlessly.",positive,2023-02-03
P002,Smart Watch S3,Wearables,5,Amazing product! Works perfectly. Highly recommend.,positive,2023-05-31
P007,Gaming Mouse RGB,Peripherals,4,"Brilliant product. Setup was easy, works flawlessly.",positive,2023-04-30
P001,Laptop Pro X1,Electronics,4,Superb value for money. Very happy with this purchase.,positive,2023-08-08
P002,Smart Watch S3,Wearables,4,Amazing product! Works perfectly. Highly recommend.,positive,2023-08-21
P006,Monitor 27inch 4K,Electronics,5,"Great quality, fast delivery. Exceeded my expectations.",positive,2023-02-22
P001,Laptop Pro X1,Electronics,5,"Great quality, fast delivery. Exceeded my expectations.",positive,2023-10-31
P004,USB-C Hub 7-in-1,Accessories,5,Excellent build quality. Worth every rupee!,positive,2023-11-23
P005,Mechanical Keyboard,Peripherals,4,Superb value for money. Very happy with this purchase.,positive,2023-11-14
P008,Laptop Stand Aluminum,Accessories,3,Decent quality for the price. Average experience.,neutral,2023-01-23
P001,Laptop Pro X1,Electronics,2,Broke immediately. Waste of money. Requesting refund.,negative,2023-09-20
P006,Monitor 27inch 4K,Electronics,3,It works as described. Basic quality.,neutral,2023-03-16
P003,Wireless Earbuds,Audio,4,Outstanding quality. Delivery was super fast.,positive,2023-05-30
P006,Monitor 27inch 4K,Electronics,5,Excellent build quality. Worth every rupee!,positive,2023-01-30
P004,USB-C Hub 7-in-1,Accessories,4,Amazing product! Works perfectly. Highly recommend.,positive,2023-08-05
P006,Monitor 27inch 4K,Electronics,3,Decent quality for the price. Average experience.,neutral,2023-11-24
P004,USB-C Hub 7-in-1,Accessories,5,Outstanding quality. Delivery was super fast.,positive,2023-04-07
P008,Laptop Stand Aluminum,Accessories,5,Superb value for money. Very happy with this purchase.,positive,2023-11-04
P006,Monitor 27inch 4K,Electronics,5,Outstanding quality. Delivery was super fast.,positive,2023-11-12
P005,Mechanical Keyboard,Peripherals,4,Excellent build quality. Worth every rupee!,positive,2023-02-23
P008,Laptop Stand Aluminum,Accessories,5,Amazing product! Works perfectly. Highly recommend.,positive,2023-09-11
P004,USB-C Hub 7-in-1,Accessories,5,Love this product. Best purchase I have made this year.,positive,2023-12-21
P004,USB-C Hub 7-in-1,Accessories,4,Love this product. Best purchase I have made this year.,positive,2023-05-03
P008,Laptop Stand Aluminum,Accessories,5,Outstanding quality. Delivery was super fast.,positive,2023-07-12
P004,USB-C Hub 7-in-1,Accessories,4,Amazing product! Works perfectly. Highly recommend.,positive,2023-07-05
P001,Laptop Pro X1,Electronics,1,Terrible product. Stopped working after 2 days.,negative,2023-10-12
P002,Smart Watch S3,Wearables,2,Charging issues from day one. Horrible experience.,negative,2023-04-10
P006,Monitor 27inch 4K,Electronics,1,Terrible product. Stopped working after 2 days.,negative,2023-04-12
P004,USB-C Hub 7-in-1,Accessories,3,Decent quality for the price. Average experience.,neutral,2023-05-15
P003,Wireless Earbuds,Audio,4,Love this product. Best purchase I have made this year.,positive,2023-04-02
P004,USB-C Hub 7-in-1,Accessories,1,Battery drains in 2 hours. Very frustrating.,negative,2023-02-21
P001,Laptop Pro X1,Electronics,5,Excellent build quality. Worth every rupee!,positive,2023-07-14
P002,Smart Watch S3,Wearables,4,Love this product. Best purchase I have made this year.,positive,2023-06-06
P008,Laptop Stand Aluminum,Accessories,3,Works fine. Delivery took longer than expected.,neutral,2023-12-05
P003,Wireless Earbuds,Audio,5,"Brilliant product. Setup was easy, works flawlessly.",positive,2023-12-31
P002,Smart Watch S3,Wearables,2,Arrived damaged. Support was completely unhelpful.,negative,2023-04-08
P004,USB-C Hub 7-in-1,Accessories,4,Outstanding quality. Delivery was super fast.,positive,2023-06-12
P007,Gaming Mouse RGB,Peripherals,5,Love this product. Best purchase I have made this year.,positive,2023-01-24
P004,USB-C Hub 7-in-1,Accessories,5,Fantastic! The features are exactly what I needed.,positive,2023-03-18
P006,Monitor 27inch 4K,Electronics,3,Works fine. Delivery took longer than expected.,neutral,2023-03-06
P008,Laptop Stand Aluminum,Accessories,3,Okay product. Does the job but nothing special.,neutral,2023-08-29
P002,Smart Watch S3,Wearables,2,Broke immediately. Waste of money. Requesting refund.,negative,2023-11-27
P006,Monitor 27inch 4K,Electronics,4,Superb value for money. Very happy with this purchase.,positive,2023-04-02
P006,Monitor 27inch 4K,Electronics,5,Superb value for money. Very happy with this purchase.,positive,2023-09-11
P008,Laptop Stand Aluminum,Accessories,3,"Acceptable product. Not amazing, not terrible.",neutral,2023-11-23
P001,Laptop Pro X1,Electronics,3,Decent quality for the price. Average experience.,neutral,2023-08-20
P004,USB-C Hub 7-in-1,Accessories,4,Fantastic! The features are exactly what I needed.,positive,2023-08-06
P007,Gaming Mouse RGB,Peripherals,4,Outstanding quality. Delivery was super fast.,positive,2023-05-11
P002,Smart Watch S3,Wearables,2,Disappointed. The build quality is very poor.,negative,2023-06-01
P008,Laptop Stand Aluminum,Accessories,4,Love this product. Best purchase I have made this year.,positive,2023-10-26
P001,Laptop Pro X1,Electronics,4,Outstanding quality. Delivery was super fast.,positive,2023-08-07
P008,Laptop Stand Aluminum,Accessories,4,"Brilliant product. Setup was easy, works flawlessly.",positive,2023-07-08
P008,Laptop Stand Aluminum,Accessories,3,"Acceptable product. Not amazing, not terrible.",neutral,2023-01-13
P003,Wireless Earbuds,Audio,4,Fantastic! The features are exactly what I needed.,positive,2023-11-27
P002,Smart Watch S3,Wearables,4,"Great quality, fast delivery. Exceeded my expectations.",positive,2023-05-31
P002,Smart Watch S3,Wearables,5,Love this product. Best purchase I have made this year.,positive,2023-02-20
P002,Smart Watch S3,Wearables,1,Terrible product. Stopped working after 2 days.,negative,2023-10-07
P004,USB-C Hub 7-in-1,Accessories,4,Outstanding quality. Delivery was super fast.,positive,2023-05-09
P005,Mechanical Keyboard,Peripherals,5,Fantastic! The features are exactly what I needed.,positive,2023-04-08
P003,Wireless Earbuds,Audio,5,Fantastic! The features are exactly what I needed.,positive,2023-01-05
P005,Mechanical Keyboard,Peripherals,3,Works fine. Delivery took longer than expected.,neutral,2023-07-26
P007,Gaming Mouse RGB,Peripherals,5,Amazing product! Works perfectly. Highly recommend.,positive,2023-08-30
P003,Wireless Earbuds,Audio,5,Love this product. Best purchase I have made this year.,positive,2023-04-27
P004,USB-C Hub 7-in-1,Accessories,4,Superb value for money. Very happy with this purchase.,positive,2023-08-25
P006,Monitor 27inch 4K,Electronics,5,Outstanding quality. Delivery was super fast.,positive,2023-04-07
P007,Gaming Mouse RGB,Peripherals,5,"Brilliant product. Setup was easy, works flawlessly.",positive,2023-04-18
P008,Laptop Stand Aluminum,Accessories,4,Amazing product! Works perfectly. Highly recommend.,positive,2023-07-11
P003,Wireless Earbuds,Audio,4,Excellent build quality. Worth every rupee!,positive,2023-06-06
P001,Laptop Pro X1,Electronics,4,Outstanding quality. Delivery was super fast.,positive,2023-06-23
P004,USB-C Hub 7-in-1,Accessories,4,"Brilliant product. Setup was easy, works flawlessly.",positive,2023-12-20
P005,Mechanical Keyboard,Peripherals,3,Okay product. Does the job but nothing special.,neutral,2023-10-18
P001,Laptop Pro X1,Electronics,5,Excellent build quality. Worth every rupee!,positive,2023-06-19
P007,Gaming Mouse RGB,Peripherals,5,Love this product. Best purchase I have made this year.,positive,2023-07-20
P002,Smart Watch S3,Wearables,4,Love this product. Best purchase I have made this year.,positive,2023-09-01
P002,Smart Watch S3,Wearables,3,"Acceptable product. Not amazing, not terrible.",neutral,2023-11-24
P005,Mechanical Keyboard,Peripherals,1,Disappointed. The build quality is very poor.,negative,2023-12-12
P003,Wireless Earbuds,Audio,1,Charging issues from day one. Horrible experience.,negative,2023-01-14
P003,Wireless Earbuds,Audio,3,"Acceptable product. Not amazing, not terrible.",neutral,2023-05-26
P004,USB-C Hub 7-in-1,Accessories,3,It works as described. Basic quality.,neutral,2023-02-05
P008,Laptop Stand Aluminum,Accessories,1,Terrible product. Stopped working after 2 days.,negative,2023-03-29
P006,Monitor 27inch 4K,Electronics,5,"Brilliant product. Setup was easy, works flawlessly.",positive,2023-07-20
P003,Wireless Earbuds,Audio,5,Excellent build quality. Worth every rupee!,positive,2023-10-02
P007,Gaming Mouse RGB,Peripherals,4,"Great quality, fast delivery. Exceeded my expectations.",positive,2023-07-19
P004,USB-C Hub 7-in-1,Accessories,2,Worst purchase ever. Do not buy this product.,negative,2023-06-08
P007,Gaming Mouse RGB,Peripherals,5,Superb value for money. Very happy with this purchase.,positive,2023-03-23
P005,Mechanical Keyboard,Peripherals,5,Superb value for money. Very happy with this purchase.,positive,2023-05-22
P004,USB-C Hub 7-in-1,Accessories,1,Arrived damaged. Support was completely unhelpful.,negative,2023-08-17
P002,Smart Watch S3,Wearables,5,Love this product. Best purchase I have made this year.,positive,2023-09-27
P006,Monitor 27inch 4K,Electronics,5,Superb value for money. Very happy with this purchase.,positive,2023-08-24
P008,Laptop Stand Aluminum,Accessories,4,"Great quality, fast delivery. Exceeded my expectations.",positive,2023-05-28
P008,Laptop Stand Aluminum,Accessories,4,Fantastic! The features are exactly what I needed.,positive,2023-07-20
P003,Wireless Earbuds,Audio,4,Excellent build quality. Worth every rupee!,positive,2023-11-13
P007,Gaming Mouse RGB,Peripherals,4,Excellent build quality. Worth every rupee!,positive,2023-12-24
P002,Smart Watch S3,Wearables,4,Amazing product! Works perfectly. Highly recommend.,positive,2023-05-03
P003,Wireless Earbuds,Audio,3,It works as described. Basic quality.,neutral,2023-05-30
P002,Smart Watch S3,Wearables,5,Love this product. Best purchase I have made this year.,positive,2023-09-10
P007,Gaming Mouse RGB,Peripherals,5,"Great quality, fast delivery. Exceeded my expectations.",positive,2023-07-08
P002,Smart Watch S3,Wearables,5,Outstanding quality. Delivery was super fast.,positive,2023-07-29
P008,Laptop Stand Aluminum,Accessories,2,Worst purchase ever. Do not buy this product.,negative,2023-09-17
P001,Laptop Pro X1,Electronics,4,"Great quality, fast delivery. Exceeded my expectations.",positive,2023-11-24
P008,Laptop Stand Aluminum,Accessories,4,"Brilliant product. Setup was easy, works flawlessly.",positive,2023-04-10
P007,Gaming Mouse RGB,Peripherals,1,Battery drains in 2 hours. Very frustrating.,negative,2023-02-28
P003,Wireless Earbuds,Audio,3,"Acceptable product. Not amazing, not terrible.",neutral,2023-09-06
P008,Laptop Stand Aluminum,Accessories,1,Worst purchase ever. Do not buy this product.,negative,2023-08-13
P003,Wireless Earbuds,Audio,4,Fantastic! The features are exactly what I needed.,positive,2023-03-24
